prompt,local_tresh
Who wrote the song that was sung to the famous tune of the composer known as the Father of the Symphony?,0.23587023092508316
what the real name of the welsh electronic music producer DJ who have been visited the night club called Flex in vienna hundreds of times?,0.30788033962249756
"What is a resort and National Historic Landmark in Palm Beach, Florida, built from 1924 to 1927 by cereal-company heiress and socialite Marjorie Merriweather Post, that has Magazines available for free to members of the resort?",0.3221136469602585
"Route 146, Interstate 890, and what other highway all run through Schenectady, New York?",0.3376234466731548
"Who won the election that ran concurrently with the North Dakota gubernatorial election, 2016?",100
Who released the album with a single which originally reached number 60 on the UK Singles Chart in 1997?,0.328088742095232
What was the official name for the draft that Thomas E. O'Donnell was a public opponent of?,0.26306683216094967
"The creation of Fontana Lake submerged Proctor, North Carolina and what other town?",0.3121982454776764
"Which air force base is the headquarters for the Eastern Air Defense Sector and located 12 mi east of Panama City, Florida?",0.2294749472975731
When was the company that publishes the journal Magnetic Resonance Imaging established ?,0.27531631326675415
"Ian Hunter and Stuart Murdoch, have which musical occupation in common?",0.4283763008117676
"Signet Jewelers owns what Delaware based retailer, along with Kay and Jared?",0.43925200418233873
Since when has the automobile driven by Garrett Smithley for MBM Motorsports been sold?,0.3389717378556728
What other real life boxer did Mike Williams act with in Rocky V?,100
"Spaceballs is a 1987 American comic science fiction film co-written, produced and directed by Mel Brooks, the film also features which American actor, businessman, and animal welfare advocate, best known for his role as patriarch Tom Bradford on the ABC television comedy-drama ""Eight Is Enough""?",0.35116296644210815
"What Dutch DJ did Richard Bedford collaborate with on the album ""Intense""?",0.33098077489733696
 Is Advanced Micro Devices or Level 3 Communications headquartered further west?,0.30871009552478795
Wayne's World featured the actor who was a member of what Chicago comedy troupe?,100
Peter Bakovic played for which National Hockey League team?,100
"Who is older, Vincent Walker or David Usher?",0.2739803321838379
What telenovela inspired the TV show that the band Eme 15 was formed on in 2012?,0.520345362019539
"Who released their second album with a band from Louisville, Kentucky?",100
Who is married to Jim Tomlinson and released an album entitled Raconte-moi?,0.30014277856349947
"The university who was led to six national championships by Paul ""Bear"" Bryant, had its first ever Heisman Trophy winner drafted by what NFL team?",0.31810682344436647
"Which actor starring in ""Lisa Picard Is Famous"" was born in Douglas County?",0.08281790882349015
"What is the name for the regulatory body of over 25,000 football clubs in Germany?",0.4051610678434372
"Which was halted by a natural disaster, Camlaren Mine or Barton Mine?",0.3725586701631546
Where is the company based that sold Vodafone it's New Zealand operations?,100
" ""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings,  Kris Kristofferson, and  Willie Nelson, one of the most recognized artists in what type of music?",0.2953952786445618
"Charles Hutchison and Reginald Barker, have which mutual occupation?",0.36254441450834274
Was Beyond the Gates of Splendor or Jesus Camp released first?,0.41477330166101456
"Tura Beach, New South Wales is a suburb of a town that had what population at the 2016 census?",0.6123162601351738
How many stores are in the major shopping centre that is served by the Garden City bus station?,0.4538484552204609
Padgate is a suburb of an english town on the banks of the River Mersey whose population was estimated to be 208800 in 2016 but in which unitary authority area is it located?,0.4841471347332001
"What band originally from Tucson, Arizona and currently from Albany, New York released their first album in 2000?",0.2838666644215584
Are Randal Kleiser and Kyle Schickner of the same nationality? ,0.09584829635620117
Barbara Jordan and Mark Knowles are both what?,100
Was the president who appointed Thomas C. Mann a democrat or a republican?,0.19718692034482957
"What  teen sex comedy film written by Adam Herz and directed by brothers Paul and Chris Weitz, starred an actor best known for her role as Jessica ?",0.23970648517310617
"The Sia song ""Never Give Up"" is from the soundtrack of a film that is based on what non-fiction book?",100
What area is the species of Spruce which can be found in Rensselaer Plateau native to?,0.2911589444160461
United 300 and 300 were both made in what country?,0.3217993592977524
"1979, is a song by American alternative rock band, the Smashing Pumpkins, the second single from their third studio album, was released on October 23, 1995 in the UK, is titled?",0.1561852854192257
"Lookwell was a television pilot written and produced by Conan O'rien and Robert Smigel, and was a personal favorite of what American television executive who was president of NBC from 1980-1991?",0.3773056878626347
Where is the globe that succeeded the Globe of Peace as the world's largest rotating globe located?,0.35313243238925934
"Bath School of Art and Design is an art college in Bath, England, it forms part of the Bath Spa University, a public university in Bath, England, with its main campus based at Newton Park on which location?",0.4719558687448502
"Are both Nasdaq, Inc. and Citrix Systems catering to the same customer bases?",100
"The man that had a single titled ""That's My Pa"" played what character in the film ""High Noon""?",0.2812982419967651
"The Pantanal is a mid-size pickup truck made by the Brazilian off-road vehicle manufacturer Troller Veículos Especiais S/A, a manufacturer of off-road vehicles in which country, from 2006 to 2008?",0.4821563036203384
Where is the there a small medevial castle,0.2513490922629833
The 32nd TCA Awards were hosted by a  Mexican actor best known for his roles as Fernando Mendiola in what?,0.3429954724311829
"Are the documentaries Welcome to Durham, USA and The Agronomist both about Durham, North Carolina?",100
"Which close friend of George Washington, Alexander Hamilton, and Thomas Jefferson, did a scion of the Huger family of South Carolina attempt to rescue?",0.4006128580570221
John Severin was an American comics artist who had a 45 year stint with the magazine Cracked that was founded in what year?,0.34886138199567795
Rags Ragland died how many years after starring in Meet the People?,0.38019111585617066
Do filmmakers Chris Carter and Theo van Gogh share the same nationality?,100
What genre is The Warriors Gate?,100
Brutti di notte is a parody of the film starring which actress?,0.4958378465652466
Rhodochiton and Platystemon are both genuses of what kind of life form?,0.4435963050842285
James Mulgrew is the star of which comedy sketch show?,100
 Elkhan Mammadov is the project leader for the bid for which quadrennial competition?,0.4643006509542465
"Q: What venue, also called the ""Convent Garden,"" did Adrian Boult conduct for?",0.18725444152355192
Which airline founded by Frank Lorenzo was affected by a strike in 1989?,0.4172889974355698
What 2001 novel by Britney Spears is dedicated to an American author and mother of film and television producer Bryan Spears and country singer Jamie Lynn Spears?,0.3172144743800163
"What Carnegie library building located in the most populous city in Kansas was built in 1915, and listed on the National Register of Historic Places in 1987?",0.26965818336606023
The Centralia Massacre was committed by which pro-Confederate guerrilla leader?,0.36679832181334493
Garth Jennings and Lee Cheol-ha shared what occupation?,0.3509922971427441
When was the record producer that produced Love Has Come for You born? ,0.09175384613871575
"Before finishing her feature film, Something's Got to Give, when did American actress, model and one of the most popular sex symbols of the 1950s, Marilyn Monroe die?",0.3335216198265552
"Which was released second, Charley and the Angel or Planes?",0.3147598251104355
Which of the following documents the issues of the LGBT community: Pride Divide or The Big Melt?,0.4839515098035336
"Who was born first, Martin Heidegger or Lydia Davis?",0.34205517879724506
Mike Gibbons won the middleweight championship after the previous champion was found murdered where?,0.35151600819826123
Are Thums Up and Mott's based in the same country?,100
What roles does American actress which  Manfish featured in  the motion picture debut of do play,0.33103715739250184
"Which genus has more species, Fir or Chelone?",100
John Kassir and Tom Kenny both voice this one character?,0.2890205890059471
What year did the the German composer whose compositions are in The Individualism of Gil Evans die?,0.29273452603816985
At which laboratory was Carsten Olsen employed as an assistant to the Danish chemist who introduced the concept of pH?,0.3449714201569557
Which American animated television series created by Trey Parker and Matt Stone features a character called Butters who thinks up schemes to take over the world in its 86th episode?,0.39488607398271564
Do both Juniper and Indigofera belong to the cypress family Cupressaceae?,0.36026049122810366
Who is the current world record holder in high jump and uncle of Lorenzo Sotomayor Collazo? ,0.3250500470399857
What Category 5 hurricane cause the Sqannanoa River to flood?,100
Navarone Garibaldi is the half-brother of a singer who has been married how many times?,0.22649931757450106
What was The original name of the Football club Samuel Johnson moved to in 1901? ,0.348505679833889
Both the Drever and Finnish Hound are two dog breeds that are bred for what purpose?,0.3916193153858185
"Who has won more Grand Slam doubles titles, Elizabeth Smylie or Vasek Pospisil?",0.48178286941051485
"In the 1990's, who built one of the three mills landmarks in California?",100
Girard city is located in a county with how many inhabitants ?,100
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?,0.3675067511558533
The 1932 German football championship Final was played at a stadium that opened in what year?,0.2874763832509518
"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?",0.4067118799209595
What occupation was shared by both John Frankenheimer and Tiffanie DeBartolo?,100
"Which mine in California, lasting from 1873 to 1883, became one of the most noted mercury producers in the world?",0.3651411379694938
"Name the mother of Edward Stafford, 4th Baron Stafford, who was the daughter of the English nobleman and politician Edward Stanley, 3rd Earl of Derby?",0.35832665574550626
"Which author was born first, Lorraine Hansberry or Sandra Gulland?",100
What is the Kaurna name of the river that runs along Mount Torrens in South Australia?,0.42203803129792217
What does the L stand for in Patriot Games star Samuel L. Jackson's name?,0.30167553055286406
"Which movie was co-written by the person who directed ""Blood""?",0.2560709694862366
Are Kelly Jones and Martha Reeves both singers?,0.40620262863636014
"Which professional American football team based in Ohio did Ivan ""John"" Jurkovic play for?",0.26991310272216795
"Choi Min-sik, is a South Korean actor, he also starred alongside Scarlett Johansson in Lucy, an English-language French science fiction action film written and directed by who?",100
Snow White is a Disney media franchise based on a German fairy tale by who?,0.22267805028855803
What connection does the private liberal arts college known for its distinctive curriculum centered on reading and discussing the Great Books of Western Civilization have to] EnVISIONing Annapolis? ,0.4481025934159755
The Prancing Horse was used by which top Italian fighter ace?,0.4456106234192848
"What Bible college located in Louisville, Kentucky, was attended by Paul R. House who served for a time as president of the Evangelical Theological Society?",0.41912529287338257
Joan Jett & the Blackhearts covered a song by the first westerner to achieve pop start status in Japan.  When was that song first recorded?,0.4238732424736023
"MindGamers is a 2015 Austrian science fiction film directed by who, the film stars Antonia Campbell-Hughes, a Northern Irish actress and former fashion designer, best known for appearing in Jack Dee's sitcom ""Lead Balloon""?",100
When was Jordan Mintz whictleblowing publicized?,0.41250179316997526
The motorway reffered to as the Mid Wirral Motorway is located in a suburb known for which buildings?,100
What suicide attack was located inside the Forward Operating Base Chapman? ,0.3135220109283924
"What principal dancer in the Bolshoi ballet, born in 1988, is a student of Valery Lagunov?",0.3596076584815979
what was the birth year of the fifth governor of a British colony in north America that existed from 1632 to 1776?,0.3084638891220093
"What is a semi-professional football club in Hyde, Greater Manchester, England?",0.43733552771806716
"The pop singer in the lead role in ""Tere Bin Laden"" received how many Lux Style Awards?",0.4034422213792801
What's Golden was included in an open world racing video game that was developed by Playground Games and published by who?,0.40233239940404897
Which  province in the north of the island of Ireland did Queen Medb of Connacht  made his invasion,0.20373779006302356
Jeremy Brock is the writer and director of this 2011 drama that was adapted from him and what other female?,0.3562014794111252
Gabe Turner has collaborated with the actor and film director who won his first Academy Award in which 1995 crime thriller?,0.2532533672809601
Door into the Dark is a poetry collection by a man that received the Nobel Prize in Literature in what year?,0.3866154664993286
"""Just a Lil Bit"" is the third single from 50 Cent's second album, ""The Massacre"", released on which date?",0.47444936064481735
"A Common Man is a 2013 American-Sri Lankan thriller film starring Ben Kingsley,  an English actor with a career spanning more than how many years?",0.36567321302890776
Which highway that has a junction at Cairo Junction is 1286 miles long?,0.2657803107261658
"Which documentary was released earlier, Almost Sunrise or 51 Birch Street?",0.40263492995500566
"Faugh a Ballagh, is a battle cry of Irish origin, meaning ""clear the way"", and today it remains the motto of which (27th (Inniskilling) 83rd and 87th and Ulster Defence Regiment) (R IRISH) is an infantry regiment of the British Army?",0.4198667832374573
"Four Shores, is an album from the Latvian band Brainstorm, Lonely Feeling"" is dedicated to which Swedish-born American film actress, during the 1920s and 1930s? ",100
When was the band for which Bob Welch was a guitarist formed ?,0.3893565637588501
" ""I Saw Her Again"" was co-written by what Canadian singer born in 1940?",0.20368815697431567
What is the name of the character in Quantico played by the same actor who starred in Tower Block?,100
Seoul Train and Making North America are both films in what style of cinema or film making genre?,0.15508782113194466
"War for the Planet of the Apes is a 2017 American science fiction film directed by Matt Reeves, a sequel to which 2014 American science fiction film directed by Matt Reeves and written by Mark Bomback, Rick Jaffa and Amanda Silver?",0.45435110688209535
"Which composer was Hungarian, Béla Bartók or Johann Christoph Pepusch?",0.4037394503057003
"Enterprise Car Sales was established in 1962 by founder Jack Taylor, which American car rental company headquartered in Clayton, Missouri, United States in Greater St. Louis?",0.4080931223630905
"Which American guitarist and bluegrass musician from Danville, Virginia did Rebecca Rippy play or share the stage with?",100
"The 2016 Miami Dolphins season was the franchise's 47th season in the National Football League, the 51st overall and the first under head coach Adam Gase, with their Week 15 win over the New York Jets, the Dolphins clinched a winning record for the first time since 2008, and clinched a playoff berth the following week after which franchise's 47th season in the National Football League, the 57th overall and the fourth under head coach Andy Reid and the fourth and final season under general manager John Dorsey who was fired June 22, 2017?",100
"What was the name of the band that starred Belinda Carlisle and released the album, Germicide in 1977?",0.48167612500786783
Logan Lerman starred in which 2017 drama directed by Shawn Christensen?,0.43230367287397387
"Which plant, Buddleja or Burchardia, is an herb named after a German botanist?",0.4680626019001007
What Brazilian professional footballer endorsed the Mercurial Vapor boot?,0.3805241681456566
"Which film was released first, Roving Mars or The London Connection?",100
" Blake Alexander Carrington is a fictional character on the ABC television series ""Dynasty"", created by Richard and Esther Shapiro whose role was portrayed by John Forsythe, and also appeared as a guest on several talk and variety shows and as a panelist on what type of television show?",0.6103649910628796
What is the capital of the archipelago where Djoièzi is located?,0.20867077440023424
What is the capital of the state Curly Ray Cline is from?,0.14104785004258155
Fritz von Brodowski was killed during what global war that lasted from 1939 to 1945?,0.18518598204255105
In what country are the cities Guilin and Ankang located?,0.34818472433090214
"Which genus has a name derives from Greek words, Micromeria or Pamianthe?",0.25117780592143535
Are Manettia and Fragaria both edible?,0.3436554840445519
The 34th Foot Regiment was sent to fight who?,100
"Splendor in the Grass was a film directed by a Greek-American director described as  ""one of the most honored and influential directors in Broadway and Hollywood history"" by who?",0.3879403270483017
"Abraham Bankier was one of the owners of the Rekord factory that was taken over by a German Industrialist, spy, and member of the Nazi Party who is credited with saving how many Jews during the Holocaust?",0.3471859447956085
"Sam Goody, who was run by Musicland Group, Inc., filed bankrupcy in which year?",0.5015069550633431
"Kevin ""Jack"" Haugrud was the acting United States Secretary of the Interior, serving since the end of the Obama administration on January 20, 2017 until the swearing in of Ryan Zinke, an American politician and businessman, on which date?",0.489686549949646
Puklo srce is an album by a singer who lives where? ,0.31814246547222136
Hall of Fame Racing is a team created by a joint venture of a number of players including the quarterback who was the #1 overall draft pick in what year?,0.32460268661379815
Who administers the federal law that the California Healthy Families Program implements?,0.535351548051834
Cyril Briggs was dedicated to advancing what  worldwide intellectual movement that aims to encourage and strengthen bonds of solidarity between all people of African descent,0.2289057970046997
When was the host that Renee Montagne succeeded born?,0.2387252910733223
In what year did the submarine that sank the Tsushima Maru open to public tours?,100
"Where are the metalcore band from, that released second full-length album titled Rage?",0.5187884646177292
"The actress that plays Amber in the sitcom ""The Old Guys"" received a BAFTA TV Award in 2014 for her role in what tv show?",0.23026644287109377
What song recorded by Fergie was produced by Polow da Don and was followed by Life Goes On?,100
"Who owns a licensed brand that seeks to engage the private sector in raising awareness and funds to help eliminate HIV/AIDS in eight African countries, who's partner is a Dutch sports and clothing company, which sells alpine sking and tennis equipment?",0.25937121126651763
Them Crooked Vultures and The Vines are both part of what music genres?,0.3249900151491165
Who was the former wife of the American musician who led the band Kings of Rhythm?,100
Are Mary Doria Russell and James Joyce both novelists?,0.34280257596969604
Which star in The Pokrovsky Gate was also a director and occasional singer?,100
Who directed the movie that Olympia Dukakis won an Academy Award for?,0.2680740377426148
"Skyler Elizabeth Day (born August 2, 1991) is an American actress and singer, best known for her recurring roles as Maggie Ritter on the series ""Gigantic"", on TeenNick is an American digital cable and satellite television channel that is owned by Nickelodeon Group, a unit of the Viacom Media Networks division of Viacom, aimed primarily at teenagers aged what span?",0.1498042509049177
"When was the English disc jockey who hosted ""The Voice UK"" born? ",0.3452339106202125
6 Interpretations included the songwriter who performed in what band from 1985 to 1995?,0.19760520553588867
"What year did the namesake of Fort Davis, Alaska die?",100
What piece was composed in 1937 for the American Bandmasters Association and has a melody similar to Green Bushes?,100
Feodor Chin voices the character of Zenyatta from a game by a developer an publisher based in what city and state?,0.289560618519783
Pete Mount was the father of the American Basketball Player who was the first high school athlete on the cover of which publication?,0.31393235281705856
"What is the best known song of the artist who originally recorded the song ""A Thousand Times a Day""?",0.26461279084682465
What Indian politician hosted a Hindi language Indian television talk show?,0.2645736418187618
" Jessica, is the second single from York-based rock band Elliot Minor, the band wrote this song out of their affection for which American actress and businesswoman?",0.20897414339780807
How many people were killed by a van bomb by the man Inga Bejer Engh prosecuted in a high profile 2012 trial?,100
The Jargon Society has published books by the founder and primary theorist of what group of poets?,100
What sport does Pieter Nys and Fortuna Sittard have in common?,0.42659849815368656
What British comedy film starred Robin Weaver?,0.3303078162193298
Whitney Williams has a chair on the board of a non-profit with Ben Affleck and what other company?,100
Which painter created the 'Beguiling of Merlin' and was closely associated with the later part of the Pre-Raphaelite movement? ,0.3978982011973858
Nikolaas Tinbergen shared the 1973 Nobel in Medicine with the zoologist who was of what nationality?,0.24709708399772645
"In what conference is the University that had a coach born on September 9th, 1960?",0.16084891557693481
Oliver Boot had a role in the Moliere-based film that was first performed in what year?,0.3535133285522461
" ""Your Love Had Taken Me That High"" is a song recorded by a singer that received a string of Country Music Association awards for duets with who?",0.33293139648437503
How far north from Salzburg is the Austrian village that shares a name with a controversial German Pilsner or pale lager?,0.20179951744675637
Were Nikos Koundouros and Curtis Hanson both film directors?,100
"Qwirkle and Evo, are which type of entertainment?",0.28154289497733115
What Emmy Award winner worked on Miles from Home?,0.29100229692459106
"Who replaced the Peabody Award winner, made famous for his NPR flagship program, in 2004?",0.4595489062070846
What show is an American-Canadian drama starring Scott Lowell playing Ted Schmidt?,0.5001269903361797
"""HMS ""Sussex"" was an 80-gun third-rate ship, of the line of the English Royal Navy, for which sovereign state on the island of Great Britain from the 10th century—when it emerged from various Anglo-Saxon kingdoms—until 1707, when it united with Scotland to form the Kingdom of Great Britain?",0.12176587602496147
Arthur bell as an amateur cricketer player for what league known for employing professional players.,0.4295390636622906
"In regards to the album that had, according to Dave Grohl, his favourite song he has ever written, when was it released?",0.31574340629577635
True Williams was the first to illustrate which title character of a Mark Twain novel?,0.27969621258974076
"KKWQ-FM is a local radio station covering which area, that is a coextensive with Angle Township?",100
"Who worked for both the Security Service and the Secret Intelligence Service, and began writing novels under his pen name, Audre Lorde or John le Carré?",0.38905621014833447
The Oxus cobra contains what kind of ions for their venom to be active? ,100
The team Kevin Goldthwaite last played for play their home games at Providence Park since what year?,0.3128115320205689
Are Naser Mestarihi and Justin Sane both singer-songwriters?,0.3678324246883392
Which 2004 Nickelodeon show was created by Sue Rose and starred Molly Hagan? ,0.34700628143548967
